Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
51,1,3,27,3,1,3,3,1,3,2,1,1,5,1,1,2,20441
47,0,1,6,3,0,3,3,3,4,1,1,0,5,0,0,3,26957
44,1,3,16,3,0,3,6,1,3,3,2,0,2,1,2,2,24024
36,1,1,16,2,0,4,5,3,3,1,3,1,4,1,3,3,29363
41,1,1,9,2,1,4,4,1,3,3,3,0,3,1,3,2,23339
56,1,1,13,1,1,3,3,0,3,1,1,0,4,1,2,1,17339
38,0,1,12,1,1,3,2,0,3,3,2,0,5,1,1,1,22178
35,1,3,16,3,1,2,4,3,5,1,1,0,5,1,1,3,25306
29,1,1,9,3,1,3,4,3,3,1,2,0,1,0,2,3,26935
44,1,1,14,2,0,3,4,3,5,1,2,0,5,1,1,3,28663
44,0,1,16,3,1,4,4,1,3,1,5,1,3,1,1,2,24357
38,0,1,29,2,1,2,4,3,3,3,1,0,3,1,0,3,24526
25,1,1,24,3,0,3,5,1,3,1,3,0,3,0,1,2,23055
42,0,1,27,3,0,2,3,1,3,1,3,0,2,0,0,2,20265
39,1,3,10,2,0,2,4,1,3,1,5,0,5,1,1,2,20902
26,1,1,7,1,1,3,4,0,3,0,6,0,5,1,2,1,21907
30,0,3,18,2,1,3,4,0,5,1,2,0,5,1,2,1,17033
36,1,1,14,1,0,2,3,3,3,1,2,0,4,1,1,3,25096
35,1,1,28,2,0,3,1,3,4,1,1,0,5,1,2,3,26996
28,1,1,15,3,1,3,3,0,3,0,2,0,2,1,1,1,17070
26,1,3,12,3,1,3,5,1,3,3,3,1,3,1,1,2,24422
30,1,1,15,3,1,2,4,0,3,2,2,0,4,1,1,1,17206
36,1,3,9,2,1,2,4,3,3,1,2,1,1,1,0,3,25325
30,0,1,31,2,1,4,5,0,3,2,3,1,3,1,3,1,21117
50,1,3,5,3,1,2,3,2,3,1,5,1,5,0,1,4,34331
29,1,3,8,3,1,3,4,1,4,0,3,0,4,0,1,2,21644
44,1,3,16,3,0,3,6,1,3,3,2,0,1,0,1,2,24024
32,0,1,10,3,1,4,4,3,3,1,2,0,4,1,3,3,32353
24,1,1,27,1,1,2,4,0,5,1,1,0,3,0,0,1,17296
27,0,1,18,3,1,3,4,1,5,0,3,1,3,1,2,2,23419
40,1,1,14,3,1,3,4,0,3,3,2,1,4,1,2,1,24094
23,0,1,23,3,1,4,2,0,3,1,3,1,3,0,3,1,21613
43,0,1,27,3,1,3,3,0,3,0,1,0,4,0,2,1,17258
33,0,1,13,2,1,2,3,1,3,1,2,0,5,1,1,2,20968
50,1,1,15,2,1,3,3,0,3,1,5,0,5,1,2,1,17380
28,0,1,10,3,1,4,5,0,3,1,3,1,1,0,3,1,21244
53,1,3,6,3,0,2,3,1,5,3,1,0,1,1,1,2,23381
50,0,3,6,2,0,3,3,1,3,0,1,0,2,1,1,2,21347
35,1,1,24,2,0,3,4,0,3,3,3,1,5,1,1,1,23216
34,0,3,7,2,0,3,2,1,5,1,4,0,3,0,2,2,24054
46,1,3,6,3,0,3,3,3,5,1,2,0,2,1,1,3,25453
52,1,1,17,2,0,2,3,1,3,1,1,0,1,1,0,2,18149
47,1,3,9,1,0,4,6,4,4,1,5,1,5,1,1,0,35550
44,1,1,15,2,1,3,3,0,5,1,2,1,3,1,0,1,17559
33,1,1,32,2,1,3,4,0,3,3,3,1,5,0,1,1,21473
25,1,3,34,2,1,2,4,1,3,1,3,0,4,1,1,2,23639
44,1,3,9,3,1,4,4,1,3,1,3,1,3,0,1,2,26525
33,0,1,6,2,0,3,3,3,3,3,2,1,2,1,0,3,28458
37,1,1,17,1,0,4,4,3,3,0,5,0,3,0,3,3,25772
30,1,1,13,3,1,2,4,0,4,1,2,0,5,0,0,1,17141
42,1,3,13,3,1,3,4,3,3,3,3,0,5,1,1,3,27919
30,0,1,9,3,0,3,3,0,3,1,2,0,3,1,1,1,17083
37,0,1,10,1,1,3,4,0,4,1,3,0,3,0,2,1,22370
32,1,1,16,2,1,3,5,0,4,3,2,1,3,1,1,1,21335
31,0,1,26,2,1,3,3,3,3,0,4,0,3,1,0,3,24824
50,0,1,15,2,1,4,5,1,4,1,3,0,1,0,1,2,23808
34,1,1,9,3,1,4,4,0,3,2,6,0,3,0,3,1,21174
39,0,1,19,2,1,2,5,1,5,1,4,0,5,1,1,2,24966
34,1,3,10,2,1,3,3,3,3,1,3,1,4,0,2,3,24713
48,0,3,11,3,1,4,4,1,3,3,5,0,4,0,3,2,21654
33,0,3,14,2,0,2,4,0,3,2,1,0,2,1,1,1,17342
43,0,1,28,3,0,3,4,1,3,1,4,0,1,0,1,2,23943
46,1,3,27,2,0,3,4,1,3,3,2,0,1,1,1,2,23528
37,1,1,23,2,0,3,2,0,5,3,3,0,1,1,1,1,21421
31,0,3,26,3,0,2,3,1,3,0,2,0,2,1,0,2,21932
23,1,1,18,3,0,3,4,0,4,1,3,0,1,1,2,1,20922
39,1,1,11,3,0,3,4,0,3,1,2,0,5,0,1,1,21984
41,1,1,13,2,0,4,4,4,3,2,2,0,5,1,1,0,31915
42,1,3,20,3,0,3,4,1,3,2,1,0,3,0,0,2,21244
33,0,1,11,2,0,3,3,3,4,0,7,0,3,1,2,3,26878
33,1,3,13,3,1,3,4,1,3,3,3,0,5,1,2,2,23688
37,1,1,10,1,1,2,4,1,4,3,6,0,2,1,1,2,23163
43,0,3,21,2,1,2,4,1,3,1,4,0,5,1,0,2,21804
36,1,3,19,3,1,3,4,1,5,1,6,1,1,1,0,2,21134
37,0,1,25,2,1,3,2,0,3,1,6,0,5,1,2,1,22366
49,1,1,10,3,1,2,4,2,3,1,3,0,3,0,1,4,33711
45,1,1,26,3,1,3,5,3,5,1,3,1,3,0,0,3,25851
29,1,1,9,3,1,3,4,0,3,3,8,0,3,1,2,1,23060
41,0,1,33,3,0,4,5,1,3,0,5,1,2,1,1,2,23100
40,1,1,31,2,1,3,4,1,3,3,2,0,4,1,1,2,22786
42,1,1,13,3,0,3,1,1,4,0,7,1,1,0,0,2,17372
33,1,1,10,2,0,3,4,3,3,2,5,0,2,1,2,3,29837
39,1,1,30,2,1,3,4,1,3,1,2,0,3,0,2,2,24423
36,0,3,6,3,0,2,3,1,3,3,5,0,2,1,1,2,21653
32,1,3,14,2,1,3,5,0,3,0,5,0,4,1,2,1,21007
20,1,1,17,3,0,3,4,0,5,2,2,1,3,1,2,1,17600
41,1,1,20,2,1,2,3,0,3,1,5,0,4,1,1,1,17451
55,1,1,8,1,1,3,4,0,3,1,1,0,5,0,0,1,17662
25,1,1,7,3,1,4,4,0,3,0,4,1,3,1,3,1,20971
32,1,3,15,2,1,3,4,3,3,1,3,0,3,1,1,3,29471
36,1,3,11,1,1,3,4,3,5,3,2,1,4,1,2,3,28260
30,1,1,34,3,0,3,3,1,3,0,2,0,3,0,2,2,20775
36,0,1,30,2,0,2,3,1,4,1,1,0,3,1,1,2,20674
19,0,3,12,3,1,4,4,0,4,2,3,1,4,1,3,1,20556
38,1,1,12,3,1,4,4,1,3,1,2,0,3,1,3,2,25025
36,1,1,7,3,1,3,5,0,3,1,8,0,1,1,2,1,20936
33,1,3,14,2,1,2,3,1,5,1,3,0,5,1,0,2,21392
35,0,1,6,3,1,3,3,0,5,0,5,0,2,0,1,1,17194
32,1,3,13,3,1,4,2,1,3,1,6,0,5,1,2,2,24138
28,1,3,11,3,1,3,3,1,3,2,2,0,3,1,0,2,19908
29,1,1,9,2,1,4,4,0,3,3,4,0,4,0,2,1,22163
33,1,3,17,3,1,3,4,1,3,3,3,0,4,1,2,2,24074
49,1,1,7,2,0,3,5,4,5,1,2,0,4,0,1,0,34080
36,1,3,9,3,0,2,3,1,4,3,4,1,4,0,1,2,24278
48,1,1,9,3,0,4,4,1,3,1,7,0,2,0,2,2,23748
38,0,1,8,2,0,3,1,1,5,2,7,1,2,1,2,2,20980
48,1,3,22,2,0,3,3,1,3,1,1,0,4,1,0,2,21439
31,0,3,6,2,0,2,3,0,4,2,2,1,5,1,1,1,17302
26,1,1,14,3,1,4,5,0,3,0,3,0,2,1,3,1,21567
36,0,1,9,3,1,3,4,1,3,1,4,0,3,0,2,2,24440
43,0,1,15,3,1,3,3,1,3,1,4,1,3,1,0,2,20679
39,0,1,9,2,0,4,2,1,5,3,8,1,2,1,3,2,24658
35,1,1,12,2,1,2,5,1,3,3,2,0,5,0,1,2,21646
51,1,1,14,2,1,2,4,3,4,0,6,0,3,1,1,3,27490
45,1,1,15,2,1,2,3,1,4,1,1,0,4,1,0,2,17348
44,1,1,19,2,1,3,5,4,4,1,3,0,3,0,2,0,33014
41,1,1,15,3,1,4,5,0,3,3,3,1,4,1,3,1,27772
38,0,1,17,3,1,4,4,3,3,1,8,0,3,0,3,3,28726
51,1,1,35,3,1,4,2,0,3,1,3,1,1,0,2,1,21899
23,1,1,10,2,0,3,4,1,3,1,2,1,5,1,2,2,22849
50,0,1,8,2,1,3,3,4,5,1,2,0,5,1,1,0,32924
59,1,2,12,3,1,2,3,0,3,0,1,0,4,1,0,1,17267
34,1,2,9,2,1,3,4,0,3,0,3,0,2,0,1,1,22278
28,1,1,30,2,1,2,4,0,3,2,6,1,2,0,0,1,17028
52,1,1,9,3,1,3,6,1,4,1,7,0,1,0,2,2,24160
51,1,3,10,3,1,3,5,0,3,1,3,1,4,1,2,1,21361
31,1,1,6,2,1,3,4,0,5,0,2,0,4,0,0,1,17218
28,1,1,30,3,1,2,3,0,4,1,2,1,1,0,0,1,17408
41,1,1,22,2,0,4,5,3,3,1,3,0,1,1,2,3,29113
48,1,1,9,3,0,4,4,1,3,1,7,0,1,0,1,2,23748
27,0,3,14,2,1,2,3,3,3,3,2,0,1,1,0,3,23726
33,1,1,21,3,1,2,3,3,3,0,1,1,5,0,0,3,28610
28,1,1,26,2,1,4,5,0,5,1,3,0,1,0,1,1,22744
33,1,1,8,3,1,3,3,0,3,2,5,0,3,0,2,1,17496
36,1,2,14,2,1,3,4,0,5,0,1,0,2,1,2,1,17342
32,1,1,31,3,0,4,5,1,5,3,3,0,5,1,1,2,25490
30,0,3,9,2,1,4,4,1,3,1,3,0,1,1,2,2,23327
29,1,1,16,2,0,3,4,0,5,2,7,1,5,1,0,1,17404
35,1,1,13,3,1,3,4,0,5,3,4,0,2,1,2,1,21638
31,1,3,13,3,1,3,3,1,3,1,5,0,1,0,0,2,22547
26,1,3,15,2,0,3,4,1,3,1,2,1,1,1,2,2,23585
29,1,1,7,2,1,3,4,0,3,1,3,0,1,0,1,1,20722
35,1,3,35,3,0,4,5,1,3,1,3,0,5,1,1,2,25390
47,1,1,25,3,0,3,4,1,3,1,4,0,5,0,1,2,23488
19,0,1,15,3,1,4,4,0,3,2,3,0,5,0,1,1,20582
41,1,1,9,3,0,3,5,0,3,2,2,1,3,0,1,1,21020
60,1,1,9,2,0,4,5,4,3,2,5,1,5,0,3,0,32404
46,1,3,15,3,1,3,4,3,3,3,2,0,5,1,2,3,24619
29,1,1,14,2,1,4,4,0,5,3,5,1,3,0,3,1,25352
37,1,1,16,3,1,3,5,1,4,1,4,1,4,1,1,2,27525
44,0,1,6,3,1,2,3,0,4,1,2,1,3,1,1,1,17342
34,0,3,7,2,0,3,3,1,5,0,4,0,3,1,1,2,24054
50,1,1,10,2,1,3,3,2,4,1,4,0,5,1,0,4,34144
23,1,1,12,2,1,3,1,0,5,1,2,1,3,0,0,1,16601
57,1,1,21,2,0,4,4,0,4,1,2,1,5,1,1,1,23641
35,1,3,15,1,1,4,2,1,3,1,3,0,1,0,3,2,25477
30,1,1,32,1,0,4,5,0,4,1,7,0,3,1,3,1,21224
29,0,3,6,3,0,2,3,3,3,0,2,0,3,1,0,3,22918
39,0,1,9,2,1,3,4,0,3,0,3,1,5,1,2,1,20380
30,0,1,7,2,1,4,6,0,3,1,3,0,2,1,1,1,21398
34,0,1,22,2,0,3,4,0,3,2,2,0,5,1,1,1,17553
60,1,3,10,2,0,3,5,1,3,3,7,0,3,0,1,2,23849
28,1,1,9,2,0,3,4,0,5,1,3,0,3,0,2,1,21019
19,0,3,6,1,0,3,5,0,5,2,1,0,3,1,1,1,17325
39,1,3,9,3,0,2,3,1,3,0,5,1,4,1,1,2,20238
42,1,3,7,3,1,3,3,3,5,0,3,0,3,1,2,3,27070
52,1,3,28,3,1,4,4,1,3,3,2,1,5,0,3,2,24119
37,1,1,13,3,1,1,3,3,3,2,5,0,2,0,0,3,28664
58,1,3,27,2,0,3,3,4,3,1,5,1,5,1,0,0,32875
59,1,1,8,2,0,3,4,4,3,2,4,1,5,1,0,0,28726
35,1,1,14,2,0,3,4,3,4,2,2,0,5,0,1,3,30672
36,1,3,24,2,1,4,4,1,5,1,5,1,3,0,3,2,27644
33,1,2,9,2,1,2,3,0,4,1,4,1,5,0,1,1,17277
47,1,1,31,3,1,2,3,3,3,3,3,0,3,1,0,3,23633
24,1,1,17,3,1,4,2,0,3,3,3,0,1,0,2,1,22183
33,0,1,31,2,1,4,4,1,3,1,3,0,4,1,3,2,23987
33,0,3,23,2,1,2,3,4,3,2,2,0,3,1,0,0,32444
33,1,1,7,2,1,4,4,1,4,0,3,0,3,0,1,2,24898
35,1,3,10,2,1,3,6,1,5,3,5,0,5,1,2,2,23437
37,1,3,18,3,0,4,5,1,3,1,6,0,1,1,2,2,25330
36,1,2,33,2,0,3,4,3,3,3,3,1,1,1,1,3,27515
32,1,3,25,2,1,3,5,3,3,1,4,0,3,1,2,3,24610
35,1,1,11,1,1,3,3,3,4,3,1,0,3,0,0,3,23095
38,1,1,17,2,0,3,2,3,3,1,3,1,1,0,2,3,32422
35,1,1,11,1,1,3,3,3,4,3,1,0,3,1,1,3,23095
55,1,3,24,2,0,2,3,4,4,2,4,0,2,0,1,0,31835
29,1,1,31,3,1,3,4,0,4,1,3,1,1,0,1,1,21086
50,1,1,16,1,1,3,4,3,3,3,7,0,5,0,2,3,25496
31,0,1,6,2,0,3,1,3,4,3,2,0,3,1,2,3,22446
31,1,3,8,2,1,2,3,0,3,1,1,0,4,1,0,1,18067
46,0,3,33,3,1,3,5,1,5,1,3,0,3,0,1,2,23063
36,1,1,12,2,1,2,3,0,3,1,1,0,5,1,1,1,18210
36,1,1,7,3,1,3,5,0,3,0,8,0,2,1,2,1,20936
30,1,1,28,2,0,2,3,0,3,0,5,1,2,0,1,1,17132
35,0,1,9,2,1,2,4,0,3,0,2,0,2,1,1,1,16281
40,1,1,10,3,0,2,3,2,3,1,2,0,5,1,1,4,34033
36,0,1,18,3,1,4,5,3,5,0,4,1,5,1,2,3,28562
38,0,1,9,2,1,2,3,0,3,1,4,0,3,1,0,1,17821
28,1,1,24,1,1,3,4,0,4,0,2,1,4,1,1,1,21736
49,1,1,13,2,1,4,5,1,3,3,4,0,2,0,1,2,22918
56,0,3,12,2,0,2,1,4,5,1,1,0,3,1,0,0,28212
59,1,1,30,2,1,3,4,0,3,1,3,0,3,1,2,1,21050
35,1,1,22,3,1,2,1,0,4,1,1,0,4,1,1,1,17426
29,1,3,10,3,0,4,4,0,4,1,3,0,1,1,1,1,21534
30,1,1,34,3,0,4,4,1,3,1,6,0,1,0,2,2,23013
50,1,3,6,3,0,3,3,2,3,1,4,0,1,1,0,4,34517
30,1,1,9,1,0,2,3,0,5,2,6,1,4,0,0,1,17657
36,0,1,7,3,1,4,4,0,5,1,6,0,1,0,2,1,20872
29,1,1,12,1,1,3,4,0,3,3,3,1,2,1,1,1,22119
29,1,1,8,2,1,3,3,0,4,0,1,0,4,0,0,1,17703
54,1,1,8,1,0,2,3,3,3,0,1,0,4,1,0,3,28549
41,0,1,8,2,0,3,4,1,3,3,3,1,2,0,0,2,21811
43,0,1,36,2,0,4,4,1,3,1,4,0,3,1,2,2,23234
42,1,1,6,2,0,3,3,0,5,1,4,0,3,0,2,1,17576
33,1,3,11,2,0,3,4,0,4,0,4,0,3,1,1,1,22609
35,0,1,10,2,1,3,5,0,3,1,5,0,1,0,1,1,21657
35,1,1,15,3,0,4,4,1,3,3,5,0,4,1,2,2,24820
40,1,3,31,3,1,2,4,3,4,3,3,1,5,0,1,3,24094
29,1,1,24,3,1,2,4,0,3,2,2,1,3,0,0,1,17389
31,0,3,32,1,0,3,4,1,3,1,2,1,3,1,2,2,23414
36,1,1,11,2,0,2,3,3,5,1,5,0,4,1,1,3,23008
27,0,1,8,3,1,2,3,0,3,2,3,0,3,0,1,1,17580
27,0,1,7,2,0,3,4,1,4,1,3,0,5,1,2,2,25075
32,0,3,14,3,0,2,3,3,3,3,2,0,4,1,1,3,23998
38,0,2,6,2,1,2,3,0,4,1,1,1,1,1,1,1,17991
38,1,2,13,2,1,4,4,0,5,1,6,1,2,1,1,1,20751
48,1,1,26,3,1,2,3,0,3,1,5,0,1,1,0,1,17259
25,0,1,14,2,0,3,4,0,3,0,3,1,4,0,1,1,21564
46,0,1,14,2,1,4,4,3,5,1,3,0,2,1,3,3,23888
60,1,3,22,3,1,2,3,1,5,2,1,0,4,1,0,2,20405
31,0,1,9,3,0,3,4,0,3,2,2,0,4,1,1,1,21242
33,1,1,16,3,0,3,4,0,5,3,2,0,4,1,1,1,22878
20,1,3,29,3,1,3,4,0,3,2,3,1,1,1,1,1,20353
41,0,1,16,3,0,3,4,3,3,2,2,0,4,1,2,3,32177
29,1,1,13,3,0,3,4,0,3,1,7,0,5,1,1,1,17532
37,1,2,15,2,1,4,5,0,5,0,2,0,2,1,3,1,21020
41,1,3,16,3,1,3,4,1,5,1,2,0,3,1,2,2,24151
36,0,1,14,2,0,3,2,3,5,0,1,0,3,0,0,3,26713
31,1,3,12,3,1,3,2,1,3,1,5,0,5,1,2,2,20460
50,1,3,9,3,1,2,4,0,3,0,2,1,4,0,0,1,17683
36,1,3,23,3,1,2,4,1,4,1,3,0,4,1,0,2,20507
39,0,1,8,1,0,3,3,3,3,3,1,0,2,1,1,3,25938
30,1,1,15,3,1,2,4,0,3,2,2,0,4,0,1,1,17206
28,1,1,13,2,1,3,5,0,3,1,3,0,1,1,2,1,21217
42,1,3,13,2,0,4,4,3,3,2,5,1,2,0,2,3,32269
39,1,1,12,2,0,2,3,3,4,3,5,0,3,0,1,3,23376
44,0,1,29,3,1,3,3,1,4,1,5,0,3,0,1,2,17042
32,1,3,20,3,1,3,4,1,5,1,4,0,2,0,1,2,22911
42,0,3,17,3,1,3,6,1,4,3,3,0,1,1,1,2,24829
35,1,1,6,2,0,2,1,0,3,2,4,0,3,0,0,1,17506
30,0,1,9,3,1,3,5,0,5,3,2,0,4,1,2,1,22017
30,1,3,16,3,1,3,4,1,3,0,2,0,2,1,0,2,21578
56,1,1,15,3,1,2,3,4,3,0,1,0,4,0,0,0,26103
28,1,1,12,2,0,3,4,0,4,2,3,1,3,0,2,1,21156
50,1,3,18,3,0,3,4,3,3,1,3,0,4,0,1,3,26332
28,1,3,11,3,1,2,3,1,5,3,1,0,1,1,0,2,23463
33,1,1,8,2,0,2,3,0,5,0,1,0,3,1,0,1,17707
36,0,3,14,1,1,2,3,1,3,1,5,0,3,1,0,2,20079
59,1,2,12,3,1,2,3,0,3,1,1,0,4,0,0,1,17267
44,0,1,16,2,1,3,4,0,3,2,6,0,3,0,2,1,21116
30,1,1,30,2,1,3,3,0,3,1,2,0,2,0,1,1,17693
43,0,3,21,2,1,2,4,1,3,0,4,0,5,0,1,2,21804
42,1,1,8,2,1,3,4,1,3,3,4,0,2,0,1,2,21781
39,1,3,27,2,1,2,4,1,3,0,4,1,1,0,1,2,21120
30,1,1,10,3,1,3,4,0,5,3,3,1,3,0,2,1,23401
38,1,1,7,1,0,3,4,3,3,3,6,0,5,1,1,3,26169
30,1,1,15,2,1,4,6,0,5,1,3,1,3,0,2,1,20797
61,0,3,35,3,0,4,5,3,5,1,6,0,1,1,1,3,28944
30,1,1,34,3,0,3,3,1,3,1,2,0,3,1,2,2,20775
39,1,3,7,2,0,3,5,1,3,3,6,0,1,0,2,2,27364
46,1,1,8,1,1,2,3,1,3,1,3,0,1,0,0,2,22379
20,1,3,27,3,1,2,1,0,3,2,2,0,3,0,0,1,17678
34,1,1,20,2,0,3,4,0,3,3,5,0,3,1,1,1,22130
31,1,1,23,2,1,3,2,1,3,1,5,0,1,1,1,2,23972
39,1,1,6,3,0,3,3,0,3,1,1,0,3,0,1,1,17232
38,1,1,8,3,1,3,3,0,3,0,7,1,4,0,0,1,18057
29,1,1,34,2,0,3,3,0,3,1,5,0,5,1,0,1,17514
37,1,1,25,2,1,3,3,0,4,1,5,0,4,0,1,1,18022
43,1,1,8,3,0,3,2,0,3,1,2,0,2,0,1,1,17645
42,1,1,15,3,0,4,4,0,5,1,3,1,3,0,3,1,22781
22,0,1,32,2,0,2,4,0,3,1,2,1,3,0,0,1,17814
36,1,1,12,2,1,2,5,0,3,1,2,0,1,1,0,1,17741
43,1,1,25,2,1,3,4,1,5,1,8,1,1,0,1,2,24088
40,1,1,6,2,1,2,3,0,3,1,1,0,1,0,0,1,17406
34,1,3,16,3,0,4,4,1,5,3,2,1,3,0,2,2,26902
47,0,3,33,2,1,4,5,1,4,3,2,0,4,1,3,2,26669
48,1,1,21,2,0,3,3,0,5,1,1,0,1,1,0,1,17367
18,1,3,15,3,1,2,3,0,3,2,2,0,5,0,1,1,16611
38,0,3,26,3,1,3,4,3,4,3,3,1,5,0,1,3,26320
31,1,1,9,3,0,3,5,1,3,3,7,1,2,1,2,2,25555
46,1,1,27,3,1,4,4,4,3,0,2,1,3,0,1,0,32174
36,1,1,30,3,1,4,6,0,3,1,2,0,1,1,1,1,21383
21,1,1,9,3,1,3,4,0,3,2,2,0,5,1,1,1,18230
44,1,1,21,3,0,3,3,3,3,0,2,0,3,0,1,3,22978
48,1,1,10,2,1,2,3,3,3,3,2,0,5,1,1,3,22898
33,0,1,6,2,0,2,1,1,4,0,2,1,3,0,1,2,20488
28,0,1,6,3,1,2,4,0,4,1,2,0,4,1,0,1,17596
37,1,1,10,1,1,2,4,1,4,3,6,0,1,1,1,2,23163
37,1,3,22,3,1,3,4,1,3,1,5,0,5,1,0,2,21334
45,0,1,13,2,1,3,1,1,3,1,5,0,1,1,0,2,21434
46,1,3,9,3,1,2,3,4,3,1,4,0,1,1,0,0,32465
47,0,1,25,3,0,3,4,3,3,0,7,0,3,1,1,3,29205
32,1,1,6,2,1,3,3,0,5,2,2,0,2,0,2,1,17956
39,1,1,16,3,1,2,3,4,5,0,2,1,3,1,1,0,32068
21,0,3,15,3,1,2,3,0,3,2,2,0,4,0,0,1,17610
38,1,1,32,3,0,3,5,1,3,1,2,0,3,1,1,2,24409
45,0,1,6,3,1,2,3,1,3,2,5,0,1,1,1,2,20399
45,1,1,35,1,1,2,3,3,3,0,5,1,5,1,0,3,24380
22,1,1,10,3,1,4,5,0,3,3,3,0,5,1,3,1,21908
32,1,1,11,2,1,3,1,0,4,1,1,1,1,1,2,1,18298
37,1,1,9,2,0,4,4,1,4,1,6,1,4,0,1,2,25640
40,1,1,8,3,0,2,4,0,3,2,1,1,3,0,0,1,17342
31,0,1,12,3,0,3,4,0,4,2,2,0,3,0,1,1,21100
52,0,1,7,3,0,2,5,3,5,3,5,0,2,1,1,3,26162
38,1,1,13,3,1,3,2,1,5,1,6,1,3,1,2,2,24652
21,0,3,16,3,0,3,4,0,3,2,3,1,4,1,1,1,21001
41,1,1,14,2,1,4,4,0,5,2,5,1,3,0,2,1,20844
37,1,3,23,3,0,4,5,1,5,0,6,0,5,1,1,2,24325
47,1,3,8,2,0,2,1,4,4,1,7,0,1,0,0,0,30972
36,0,1,7,3,1,4,4,0,5,0,6,0,2,0,2,1,20872
35,1,1,29,3,1,3,5,0,3,1,1,0,1,1,0,1,17705
22,1,1,25,3,1,3,3,0,3,1,2,0,1,1,0,1,17323
26,1,3,35,2,1,3,5,1,3,1,4,0,4,1,2,2,27317
26,1,3,15,2,1,3,2,1,4,1,2,0,4,1,1,2,23529
29,0,1,16,2,0,3,3,0,4,1,1,0,5,1,0,1,18291
31,1,2,8,2,1,3,4,1,5,1,4,0,3,0,2,2,21410
39,1,3,12,3,1,2,1,3,3,1,3,0,4,1,1,3,23237
46,1,1,36,3,1,3,4,0,3,3,7,0,1,1,1,1,22130
29,1,1,9,3,1,3,6,0,3,1,7,1,3,1,2,1,22142
36,1,1,15,3,1,2,4,1,4,1,3,1,4,1,0,2,23847
30,1,3,21,3,1,3,4,3,5,1,3,0,1,0,2,3,22140
34,1,3,23,3,0,4,4,1,5,3,7,0,3,1,1,2,24002
41,0,3,31,2,0,4,2,4,4,2,6,1,3,1,1,0,31872
27,1,1,12,3,0,3,4,0,3,1,1,0,1,0,1,1,17187
36,1,1,11,2,1,4,4,0,3,1,3,0,4,1,2,1,20629
46,1,1,6,3,1,3,3,3,5,1,1,0,1,0,2,3,24396
44,0,1,8,3,1,2,3,3,3,3,6,1,1,0,1,3,25209
28,0,1,12,2,1,2,4,0,3,1,2,1,4,1,0,1,17703
29,1,1,14,3,1,3,4,1,3,1,2,1,3,1,1,2,20056
18,0,1,6,2,0,3,3,0,3,2,2,0,5,1,1,1,16611
43,1,3,11,3,1,3,4,1,5,3,2,0,5,1,2,2,23833
38,1,3,10,2,1,3,4,3,3,3,4,0,3,0,1,3,26106
37,0,1,18,2,1,4,5,1,4,3,3,0,4,1,2,2,25177
44,0,1,11,2,1,2,4,0,3,2,4,0,1,0,1,1,18162
51,1,1,9,3,0,3,3,4,4,2,4,0,5,0,1,0,28734
40,1,3,6,3,1,2,5,1,3,1,3,1,3,1,0,2,22457
38,0,1,32,3,0,4,4,1,3,1,5,1,3,1,3,2,23127
42,1,3,14,3,1,2,3,1,4,1,1,0,3,1,0,2,21825
58,1,1,29,3,0,3,3,3,3,0,2,0,3,1,0,3,25312
34,1,1,15,2,1,2,3,3,3,1,1,0,5,1,1,3,23500
31,1,1,9,3,1,3,5,0,3,3,2,0,4,0,1,1,21398
37,0,1,15,3,1,2,3,0,3,0,2,1,2,0,0,1,17326
29,1,1,13,1,0,2,3,0,3,1,4,1,4,1,0,1,31124
30,1,3,17,3,1,3,4,0,4,1,3,0,1,1,1,1,20975
26,1,2,31,2,0,3,3,0,3,0,2,0,4,1,0,1,17942
59,1,1,30,3,0,4,4,3,3,1,3,0,3,1,1,3,28990
34,1,3,6,3,1,3,1,1,3,1,1,0,5,0,1,2,24725
52,1,1,13,2,1,3,4,2,3,2,2,0,5,1,2,4,38215
37,1,3,9,2,1,2,3,3,3,3,3,0,3,0,1,3,22428
38,1,1,6,2,0,2,1,1,3,3,1,0,1,0,0,2,22625
46,1,1,16,2,1,3,4,1,4,1,2,0,4,1,1,2,21026
49,1,3,36,3,0,4,4,3,3,0,5,0,4,0,1,3,31182
33,1,1,16,2,0,4,4,1,3,0,3,1,5,1,3,2,25000
51,0,3,19,3,0,4,4,3,3,3,6,0,5,1,3,3,27886
26,1,3,11,3,1,3,5,1,5,0,3,0,3,1,2,2,22934
24,1,3,6,1,0,3,3,0,4,2,2,1,4,1,2,1,18202
30,1,1,15,2,0,3,6,1,5,1,5,0,1,0,1,2,28393
44,1,1,34,2,1,2,3,4,5,0,4,0,1,1,0,0,31328
35,1,1,7,3,1,4,4,1,4,1,3,0,5,1,3,2,23003
34,0,3,12,3,0,2,5,0,3,1,1,0,4,0,1,1,17351
20,0,3,7,1,0,4,6,0,5,2,2,0,3,1,1,1,21003
29,0,1,31,1,1,4,5,3,5,3,3,0,1,1,2,3,27400
35,0,1,14,2,1,4,6,1,3,3,3,1,5,1,2,2,24752
41,1,1,27,1,1,4,4,3,3,1,6,0,3,1,2,3,29000
