Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
58,1,1,29,2,1,2,3,0,3,1,2,0,3,1,1,1,17372
48,0,1,6,3,1,2,1,4,3,2,3,0,2,0,0,0,31885
27,1,1,13,2,0,4,4,0,3,0,3,1,2,0,1,1,21337
37,0,3,15,2,1,4,5,3,5,3,3,0,2,0,3,3,26265
38,1,1,28,2,1,4,3,0,5,0,3,1,3,0,3,1,22242
31,1,1,8,3,0,2,5,0,3,1,2,1,5,1,0,1,16129
27,0,1,10,1,1,4,4,0,5,3,2,0,3,0,2,1,21780
32,1,1,6,3,1,2,3,1,3,0,2,1,4,1,0,2,21162
34,1,1,22,3,1,3,4,3,3,0,2,1,5,0,1,3,32288
34,1,1,9,2,0,3,3,1,4,1,2,0,5,1,2,2,20433
33,1,1,16,2,0,4,4,1,3,1,3,1,5,1,3,2,25000
51,1,2,11,2,1,2,3,4,4,1,2,1,3,1,1,0,29026
31,1,1,13,3,0,2,3,3,3,3,2,1,4,1,1,3,22143
46,1,1,9,2,0,4,5,0,3,2,3,0,3,1,2,1,20952
60,1,3,22,3,1,2,3,1,5,2,1,0,4,1,1,2,20405
32,1,1,19,3,0,4,4,0,3,1,2,1,4,1,2,1,22607
30,1,3,16,3,1,3,4,1,3,1,2,0,1,0,1,2,21578
27,0,3,6,3,1,3,3,1,4,1,1,1,1,0,1,2,21349
31,0,1,11,1,1,3,4,0,3,2,2,1,4,1,1,1,20963
29,0,1,8,2,0,3,3,0,4,0,1,0,5,0,2,1,18180
38,1,3,17,2,0,3,5,1,3,1,4,1,4,0,1,2,25372
50,1,1,15,2,0,3,4,3,4,0,6,0,4,0,1,3,26081
45,1,2,7,3,1,4,5,3,5,0,2,0,4,1,1,3,29160
42,1,3,6,2,1,1,3,1,3,1,2,0,3,1,0,2,19907
42,1,3,30,2,1,4,4,3,3,3,5,1,3,0,3,3,25760
47,0,3,10,3,1,3,3,1,3,2,4,0,4,0,2,2,17976
56,1,3,17,3,0,2,4,1,5,1,5,0,5,0,1,2,20380
26,1,3,10,2,1,4,4,1,5,1,3,1,4,0,3,2,22872
47,1,1,15,2,0,4,5,1,5,1,2,1,2,1,3,2,23293
42,0,3,17,2,1,3,4,1,3,3,2,0,1,0,2,2,24908
43,0,1,26,3,1,3,2,0,3,1,8,1,3,0,1,1,21437
24,1,1,23,2,0,3,3,0,4,1,2,0,1,1,2,1,17210
35,0,1,23,1,1,3,6,0,5,1,3,1,3,1,1,1,20985
31,1,3,11,3,0,4,5,1,4,1,3,1,3,1,2,2,23887
33,0,1,6,2,0,2,1,1,4,1,2,1,3,1,0,2,20488
33,1,3,7,3,1,4,5,0,4,1,2,0,1,0,3,1,20947
49,1,3,9,3,0,3,4,1,3,0,4,0,5,1,1,2,22729
32,1,3,13,3,1,4,3,1,3,1,6,0,5,1,3,2,24138
50,0,1,25,2,1,4,4,1,3,1,3,1,1,0,1,2,25482
45,1,1,14,3,0,3,5,3,3,1,5,0,4,0,1,3,28926
37,0,3,27,3,0,2,3,0,3,1,6,0,1,1,0,1,17973
50,1,1,14,2,1,3,4,3,4,1,5,0,4,0,2,3,29144
37,1,3,16,2,1,3,5,0,5,3,2,0,1,0,1,1,22085
33,1,1,16,3,0,3,4,0,5,3,2,0,4,1,2,1,22878
28,0,1,7,1,1,3,5,1,5,1,7,0,3,1,1,2,22976
27,0,1,12,3,0,3,5,0,3,0,3,1,2,0,2,1,21044
48,0,3,11,3,1,3,4,1,3,3,5,0,4,0,2,2,21654
35,1,1,6,3,1,3,4,0,5,2,2,0,1,0,2,1,17450
43,1,1,21,2,1,3,4,4,3,1,2,0,3,1,1,0,32603
32,0,1,30,2,1,3,3,1,3,1,2,0,4,1,2,2,20309
46,1,1,8,3,1,2,3,2,3,1,1,1,1,1,1,4,34328
45,1,1,7,2,1,4,2,1,5,1,4,0,3,1,3,2,23711
43,1,1,7,2,0,4,4,0,5,1,5,0,3,1,2,1,21254
41,1,3,9,2,1,2,4,1,4,1,3,0,3,0,1,2,23938
30,0,1,21,2,0,3,4,3,3,3,2,1,5,1,1,3,26231
37,0,3,15,2,1,4,5,3,5,3,3,0,1,0,1,3,26265
32,0,1,13,2,1,3,2,0,4,0,2,0,2,0,1,1,17794
26,1,1,10,3,1,4,4,0,5,0,7,0,5,1,2,1,22709
31,1,1,6,3,1,2,3,0,4,2,2,0,3,0,0,1,17501
36,1,1,12,2,0,2,1,0,3,1,4,0,1,0,0,1,18038
27,1,3,8,3,0,3,5,2,4,2,3,1,5,1,1,4,17517
30,0,3,28,2,0,3,3,3,5,1,1,0,1,1,1,3,23412
34,1,1,16,3,1,3,4,0,3,1,2,0,1,0,2,1,21459
28,1,1,10,3,1,3,5,0,3,2,2,0,2,0,1,1,20723
35,1,1,6,3,0,2,4,1,3,0,1,0,1,1,1,2,20363
34,1,3,9,3,1,4,4,1,3,1,3,0,3,1,2,2,24183
37,1,1,34,3,1,4,4,1,3,1,8,0,3,0,1,2,23915
35,1,3,24,3,1,3,3,1,5,1,1,0,3,0,0,2,17144
36,0,1,9,3,1,1,3,0,4,2,5,0,4,1,0,1,17088
52,1,3,17,2,0,4,4,3,4,1,7,0,1,1,3,3,31820
43,1,1,19,3,1,3,4,0,4,1,2,0,1,1,2,1,21444
47,0,1,22,3,1,3,1,1,3,1,2,1,1,1,0,2,20067
30,1,3,27,3,1,3,4,1,3,1,4,0,2,1,2,2,25609
35,1,1,31,3,0,2,3,3,3,1,2,1,3,1,1,3,25388
32,1,3,27,2,0,4,6,1,3,0,5,1,3,1,1,2,23237
33,0,1,14,2,1,4,2,0,4,1,3,0,1,0,2,1,21472
33,1,3,31,3,1,2,4,3,4,3,3,1,5,1,0,3,23380
53,1,1,30,3,1,2,1,3,3,1,4,0,3,0,1,3,22005
31,0,1,9,3,1,2,3,0,5,1,2,1,1,0,0,1,18065
42,1,1,10,1,1,2,3,2,3,0,2,0,2,0,1,4,34232
28,0,1,9,3,1,3,4,0,3,2,4,0,3,0,2,1,21258
29,1,1,7,2,0,4,6,0,4,2,2,1,2,1,1,1,20894
35,1,3,22,3,0,4,4,1,5,3,3,0,1,1,3,2,24803
36,1,1,28,2,0,3,4,1,3,0,3,1,3,0,2,2,22692
36,1,3,11,1,1,3,4,3,5,3,2,1,4,1,2,3,28260
48,0,3,30,2,1,3,5,0,3,2,2,1,1,1,2,1,17559
43,1,3,15,3,0,2,5,1,3,2,1,0,1,0,0,2,20346
26,0,1,6,2,0,2,3,1,4,1,2,0,5,0,1,2,21397
30,1,1,14,2,0,3,1,3,5,1,1,1,1,0,2,3,26416
39,1,1,12,3,1,3,3,0,5,0,1,1,2,1,1,1,17404
34,1,1,33,3,0,3,3,0,4,2,3,0,3,0,0,1,17311
38,1,2,13,2,1,4,4,0,5,1,6,1,1,0,3,1,20751
33,0,1,10,2,0,3,4,0,3,3,3,0,4,1,1,1,24887
32,0,1,19,2,0,3,4,0,4,0,2,0,5,0,0,1,17743
44,1,1,10,3,1,2,3,1,4,2,1,0,1,1,1,2,20933
41,1,1,12,3,1,3,4,1,4,2,7,1,3,1,2,2,21032
39,0,3,9,2,1,3,5,1,3,0,5,0,5,1,2,2,23927
30,1,1,16,2,1,4,2,0,3,1,8,0,5,1,1,1,21129
53,0,1,26,3,1,3,4,0,3,1,2,0,3,1,1,1,22936
46,1,3,11,2,0,2,4,1,5,1,6,1,4,0,1,2,23684
46,1,3,9,1,0,2,1,4,5,1,3,0,3,1,0,0,28225
40,1,1,8,3,1,2,3,2,3,1,1,0,5,0,0,4,34436
32,1,3,14,2,1,3,5,0,3,1,5,0,4,1,2,1,21007
40,0,3,30,2,0,3,1,4,4,3,5,1,3,1,2,0,28194
36,1,3,8,3,1,3,4,3,3,0,2,0,2,1,0,3,22596
34,1,3,6,3,1,3,1,1,3,1,1,0,5,1,2,2,24725
38,1,1,29,2,1,2,3,1,3,1,1,0,3,0,0,2,20745
37,1,1,9,2,1,2,3,3,3,1,2,0,1,1,0,3,24434
38,0,1,8,3,0,2,4,0,4,2,2,0,1,1,0,1,17440
26,1,3,12,3,1,3,5,1,3,3,3,1,3,0,2,2,24422
42,1,1,30,3,1,2,3,3,5,1,2,1,1,1,0,3,22406
25,1,3,34,2,1,2,4,1,3,0,3,0,4,0,0,2,23639
33,1,3,15,1,0,4,5,1,4,1,3,1,1,1,3,2,23906
35,1,3,13,2,0,2,3,1,3,1,2,1,4,1,1,2,20204
41,0,1,15,3,1,3,5,3,4,1,4,0,1,1,2,3,32435
55,1,1,26,1,1,2,3,1,3,0,4,1,2,1,1,2,20415
28,1,1,12,2,0,3,4,0,4,2,3,1,3,0,2,1,21156
34,0,3,17,3,1,3,5,1,3,3,5,0,3,1,1,2,23360
33,1,1,13,3,1,2,3,3,3,0,1,0,4,0,0,3,26691
38,0,1,16,3,1,3,4,0,3,0,3,1,2,0,1,1,21004
39,1,1,17,3,0,4,4,1,3,0,5,0,3,1,3,2,28502
58,1,1,11,1,0,2,4,3,4,1,3,1,5,1,1,3,25552
40,1,3,28,3,1,3,4,1,3,1,3,1,3,1,0,2,21380
31,1,3,9,1,1,4,4,0,4,1,3,0,3,1,1,1,21154
37,1,1,11,3,1,3,3,1,3,1,1,0,3,1,2,2,21347
36,1,1,32,3,0,3,4,3,3,1,3,1,3,1,2,3,29066
20,1,1,10,3,0,4,4,0,4,2,3,0,3,1,1,1,20161
31,1,3,8,2,1,3,3,1,3,3,5,1,5,1,1,2,21582
30,1,3,11,2,0,2,3,3,3,0,3,0,4,1,1,3,24419
35,1,2,32,2,0,2,3,3,3,3,2,1,1,1,0,3,23837
28,0,3,27,2,0,3,4,1,3,2,3,0,2,1,2,2,28659
49,0,1,14,2,1,3,4,1,4,1,2,0,1,0,0,2,20130
27,1,1,28,3,1,3,4,0,3,1,3,0,5,1,2,1,21055
21,1,1,7,2,0,3,5,0,4,3,3,0,4,0,2,1,21514
48,0,1,28,3,0,2,3,4,3,1,4,0,5,0,0,0,32174
55,1,3,10,3,0,3,4,1,5,1,4,0,4,1,1,2,24618
44,1,1,13,3,0,2,4,3,3,0,4,0,4,1,0,3,25248
20,1,3,12,2,1,4,4,3,4,3,2,1,4,1,1,3,21672
34,1,1,8,2,1,3,4,0,3,1,4,0,5,1,2,1,17768
30,1,1,14,2,1,3,4,0,5,2,5,0,4,0,1,1,20740
42,0,2,8,3,1,3,1,1,5,0,1,0,2,0,2,2,21272
34,1,1,15,3,0,2,4,3,4,3,2,0,2,1,1,3,23621
27,1,1,31,1,1,4,6,0,3,2,3,1,3,1,3,1,21018
34,1,1,6,2,0,3,1,0,3,2,3,0,2,0,0,1,18280
34,0,1,28,2,1,2,4,1,3,1,2,1,1,1,0,2,20747
22,1,1,21,3,0,2,3,0,3,2,2,0,2,1,1,1,17871
47,0,3,10,3,1,2,3,1,3,2,4,0,4,0,1,2,17976
40,1,1,10,3,1,4,5,1,3,1,2,0,4,0,3,2,21747
30,0,1,17,2,0,4,4,0,4,1,2,0,5,1,1,1,21969
31,1,3,8,2,1,3,3,1,3,3,5,1,5,1,1,2,21582
27,0,1,9,2,1,3,4,0,5,1,8,1,5,0,1,1,20720
28,1,1,22,3,1,3,1,1,5,2,1,0,5,0,1,2,20661
35,1,3,34,2,0,3,4,0,3,1,1,0,4,1,2,1,17430
41,1,1,8,2,0,2,5,0,3,1,5,1,3,0,0,1,17778
31,1,2,16,2,1,3,4,1,3,1,2,1,3,1,2,2,25025
30,1,3,10,3,0,4,4,1,3,0,3,0,2,0,1,2,24239
39,1,3,10,2,1,4,4,3,3,1,2,0,2,1,2,3,29287
37,0,1,30,3,1,3,2,1,3,1,6,0,3,0,1,2,21249
43,1,3,21,3,0,4,5,1,3,3,2,0,3,1,1,2,24922
39,0,2,17,2,1,4,4,1,3,1,5,0,3,0,3,2,24755
40,0,3,11,2,1,2,4,3,5,1,6,1,5,0,0,3,25475
33,1,1,9,3,1,3,4,1,4,1,6,0,4,1,2,2,23561
41,1,3,11,3,1,4,5,3,3,1,2,0,1,1,2,3,29533
43,1,3,31,3,1,3,4,3,3,1,6,0,4,1,1,3,25798
38,1,1,12,3,1,4,4,1,3,1,2,0,3,0,1,2,25025
32,1,1,18,3,1,4,4,1,5,1,3,1,1,1,2,2,25511
24,1,1,11,3,1,3,3,0,5,0,4,0,4,0,2,1,21497
32,1,1,8,2,1,3,3,0,4,2,2,0,3,1,1,1,16393
55,1,1,24,1,0,3,4,3,3,0,2,0,5,1,1,3,29417
29,1,1,9,2,1,4,5,0,4,1,2,0,1,0,3,1,21879
33,1,1,21,3,1,2,3,3,3,1,1,1,5,1,0,3,28610
26,0,1,12,2,1,3,2,1,5,1,3,0,5,1,2,2,22678
38,0,3,16,3,1,4,4,3,4,1,3,0,2,1,1,3,27512
35,1,3,6,3,1,3,3,3,4,0,2,0,4,1,2,3,22295
46,1,3,6,2,1,2,1,4,5,2,2,0,4,1,1,0,32567
36,1,1,23,2,1,4,4,3,3,1,6,1,1,0,1,3,26310
44,0,1,23,2,1,3,5,0,3,2,3,0,4,1,0,1,17290
38,1,1,17,3,0,4,4,0,5,0,8,0,2,1,2,1,22130
26,1,1,7,2,0,4,4,1,3,1,2,0,3,1,2,2,23576
20,1,1,16,3,1,2,3,0,3,2,2,1,5,0,0,1,16009
25,1,1,6,1,1,2,3,0,3,0,5,0,5,1,1,1,18229
41,1,3,33,3,1,4,4,1,5,1,3,0,1,1,3,2,27074
31,1,3,12,3,1,3,1,1,3,1,5,0,5,1,1,2,20460
24,1,1,15,3,1,4,5,0,3,3,3,1,4,1,3,1,22667
43,0,1,30,2,1,3,5,1,3,3,3,0,3,1,2,2,23010
36,1,1,30,2,1,3,5,1,3,0,5,1,4,1,2,2,24594
30,1,3,17,3,0,3,5,1,4,1,3,1,5,0,2,2,26946
29,1,1,14,2,1,3,5,0,5,0,2,1,3,1,1,1,17119
39,0,1,30,2,1,3,5,3,3,3,2,0,3,0,1,3,28204
50,0,1,8,2,1,3,3,4,5,1,2,0,5,1,2,0,32924
39,1,2,8,2,0,2,4,1,3,0,1,0,3,0,0,2,20204
30,1,1,30,2,1,3,2,0,3,1,3,0,1,1,2,1,21378
41,0,3,9,3,1,4,4,1,4,1,7,0,4,1,2,2,23005
54,1,1,20,3,0,3,3,1,5,1,3,0,2,1,2,2,23128
35,0,1,7,3,1,4,5,1,5,3,2,0,2,1,3,2,24021
31,1,1,15,2,1,2,3,3,4,1,2,0,3,1,1,3,25648
30,1,1,15,2,1,4,6,0,5,0,3,1,3,1,2,1,20797
57,1,1,14,2,1,3,6,3,3,3,6,0,2,0,1,3,25938
51,0,3,7,2,1,4,4,1,3,1,2,0,3,1,2,2,25406
35,0,1,23,2,0,4,5,0,3,2,3,0,5,1,2,1,21231
31,0,3,26,2,1,3,1,0,3,0,1,0,5,1,1,1,17791
29,1,3,9,3,0,3,3,1,3,1,2,0,1,0,0,2,20561
22,1,3,29,1,1,3,4,0,3,3,3,0,1,0,1,1,22125
40,1,2,9,2,0,3,5,1,3,1,2,0,3,1,1,2,23882
55,0,1,8,3,1,2,4,4,5,2,1,0,3,1,1,0,31756
41,1,1,15,2,1,3,3,0,5,0,3,0,2,0,2,1,17238
29,1,1,21,2,0,3,5,0,3,1,1,1,5,1,1,1,17168
35,0,3,9,3,0,4,4,0,3,0,8,0,5,1,3,1,20909
30,0,1,6,2,1,2,4,3,3,3,2,0,5,1,1,3,23474
59,0,1,9,2,1,3,5,0,3,1,2,1,1,1,1,1,21058
33,0,1,11,2,0,3,3,3,4,1,7,0,3,1,1,3,26878
30,1,1,22,2,1,2,3,0,3,1,2,0,1,0,0,1,17862
33,1,1,27,3,1,3,1,0,4,1,2,0,1,1,1,1,17028
37,1,1,16,2,0,2,3,0,5,1,1,1,3,1,1,1,17782
39,1,1,9,3,1,3,4,1,4,1,6,0,4,0,1,2,23533
45,1,1,16,2,1,3,3,0,3,0,4,0,5,1,0,1,17654
37,1,3,16,2,0,2,4,1,3,1,3,1,4,1,1,2,21694
35,1,1,7,2,1,3,5,0,3,0,3,1,2,0,1,1,22300
29,0,3,20,1,0,3,4,1,4,3,7,0,3,1,1,2,22545
38,0,3,8,2,1,2,4,1,3,1,4,0,5,1,1,2,20249
42,1,1,12,2,1,3,2,1,4,3,5,0,5,1,1,2,25548
40,0,3,34,2,1,2,5,3,5,1,4,0,5,1,0,3,25932
29,1,3,16,2,1,4,4,1,3,3,3,0,3,1,2,2,23931
38,1,1,14,3,1,4,4,1,5,1,7,1,3,0,1,2,22962
28,1,1,21,2,1,2,3,0,3,1,2,0,4,0,0,1,17207
26,1,3,11,2,0,3,5,1,3,3,3,1,2,0,2,2,23165
39,0,1,19,2,1,3,5,1,5,1,4,0,5,1,1,2,24966
23,0,3,7,2,0,2,3,0,4,2,2,1,5,1,1,1,16223
31,0,3,8,2,0,2,4,0,3,2,1,0,5,0,1,1,17785
30,1,3,11,2,0,2,3,3,3,1,3,0,4,1,1,3,24419
34,0,1,36,3,0,3,5,1,3,3,3,0,5,1,1,2,23186
49,1,3,9,3,1,3,2,1,4,1,5,0,3,0,2,2,26798
33,1,1,12,2,1,4,2,0,4,1,2,1,1,1,3,1,21976
53,1,3,13,3,0,3,4,3,3,0,1,1,2,0,0,3,25934
31,0,1,13,2,0,2,4,3,3,1,2,0,1,1,0,3,23943
50,0,1,6,2,0,3,3,2,4,1,4,1,1,0,2,4,33172
30,1,1,7,1,1,3,4,0,3,2,2,0,2,0,1,1,20736
47,0,3,9,3,0,2,3,4,3,1,1,1,5,1,1,0,28770
26,1,1,12,2,0,2,4,0,4,1,2,0,3,1,1,1,17368
31,1,3,13,2,1,2,4,3,3,1,1,0,3,1,0,3,26557
43,1,1,18,2,1,2,4,4,4,1,2,0,3,1,1,0,29336
38,1,1,21,2,1,3,4,3,3,1,1,1,5,1,1,3,26510
35,1,3,9,3,0,3,4,1,5,3,2,1,3,1,1,2,23216
32,1,3,14,2,1,3,5,3,3,1,2,0,3,1,1,3,30235
34,1,3,7,3,1,3,2,1,5,1,3,0,4,0,2,2,22715
29,1,3,9,3,0,3,3,1,3,0,2,0,2,0,0,2,20561
37,0,1,16,2,1,4,2,0,4,1,3,0,5,1,1,1,21488
43,1,1,36,3,1,3,6,1,3,3,6,0,3,1,2,2,22950
38,0,3,26,3,1,3,4,3,4,3,3,1,5,0,1,3,26320
37,1,3,10,2,1,3,5,3,3,0,3,1,2,1,1,3,29003
46,1,3,9,2,0,2,3,4,4,0,1,0,4,1,0,0,31606
33,0,3,12,2,1,3,4,1,4,1,3,0,3,1,2,2,25202
28,0,3,6,3,1,3,4,1,3,0,2,0,3,0,2,2,23020
25,1,1,13,3,1,3,4,0,3,0,2,0,2,1,2,1,17889
32,0,1,6,2,1,3,3,0,3,1,1,0,5,1,0,1,17314
36,1,1,23,2,1,4,4,3,3,0,6,1,2,0,2,3,26310
54,1,3,31,2,1,4,4,3,5,2,8,1,3,1,3,3,29126
32,1,1,18,2,1,3,4,0,3,0,5,1,3,1,2,1,21034
52,1,3,31,3,0,3,5,1,4,3,2,1,5,1,2,2,21516
23,1,1,15,3,1,2,3,0,5,1,2,0,3,1,0,1,17500
33,1,1,34,2,1,3,3,1,3,1,2,1,1,1,0,2,20207
55,0,1,24,3,1,3,3,1,4,1,4,1,5,1,1,2,21385
44,0,1,29,3,1,3,3,1,4,0,5,0,3,1,0,2,17042
60,1,1,6,3,1,3,5,3,3,1,4,0,5,0,0,3,25883
33,1,1,11,2,0,3,4,0,3,0,2,0,2,0,2,1,17911
26,1,3,11,3,1,3,5,1,5,1,3,0,3,1,2,2,22934
22,1,1,14,2,1,3,5,0,5,1,2,0,1,0,1,1,17451
36,1,3,22,3,0,3,4,1,5,0,5,0,5,1,0,2,20647
30,1,3,7,3,0,3,5,0,3,1,8,1,2,0,2,1,21478
35,1,1,14,3,1,3,4,0,3,3,3,0,1,0,2,1,21650
44,0,1,14,3,1,3,3,0,3,1,6,0,4,0,2,1,20767
30,1,1,8,2,1,3,3,0,4,3,2,0,3,0,0,1,26916
37,1,1,6,2,0,2,3,0,3,2,2,0,2,1,1,1,17115
40,1,1,12,2,0,3,3,4,3,3,1,0,5,1,0,0,28237
46,1,1,8,2,1,2,3,3,3,1,4,0,1,1,1,3,23578
32,0,1,9,2,1,4,4,0,3,0,8,1,3,1,2,1,22400
35,0,2,30,2,0,3,4,3,5,1,2,1,3,1,1,3,28628
53,1,1,13,1,1,4,4,1,5,1,5,1,4,1,3,2,24255
59,0,1,7,2,1,3,6,1,3,1,4,1,1,1,2,2,24338
31,0,1,12,2,1,4,5,0,3,1,2,0,5,0,1,1,22439
33,0,3,14,2,0,2,4,0,3,2,1,0,1,0,1,1,17342
45,1,2,7,3,1,4,5,3,5,1,2,0,4,1,1,3,29160
39,1,3,30,3,0,2,4,4,3,1,1,0,1,1,1,0,27031
28,1,3,9,3,1,3,4,0,5,1,2,0,5,1,2,1,21719
43,1,3,22,3,0,3,3,4,3,0,6,1,3,0,1,0,31064
22,1,1,8,1,1,3,3,0,3,0,1,0,5,1,2,1,17523
42,1,3,13,2,0,4,4,3,3,2,5,1,1,0,1,3,32269
35,1,3,31,3,0,3,5,1,4,3,2,1,5,1,1,2,23277
42,1,3,11,3,1,2,3,2,3,1,7,0,4,0,1,4,33303
36,1,3,15,2,0,4,4,0,3,0,3,0,3,0,1,1,21250
46,1,1,6,3,1,2,3,2,3,1,1,0,5,1,0,4,34627
44,0,1,17,2,0,3,4,0,3,2,2,0,5,0,1,1,21133
37,1,1,19,3,0,3,5,3,3,3,2,0,1,1,1,3,27536
33,1,3,11,2,0,3,4,0,4,1,4,0,3,1,2,1,22609
34,1,3,16,2,0,2,3,0,3,1,2,1,1,0,1,1,17220
46,1,1,7,1,1,4,4,3,4,1,3,0,3,1,2,3,26119
29,0,1,23,3,1,3,4,0,3,2,3,0,3,0,1,1,20822
38,0,3,28,3,0,3,4,0,3,0,7,0,2,1,2,1,21651
31,1,1,15,2,0,4,2,3,5,0,2,1,2,0,3,3,30094
37,1,1,7,1,0,4,6,3,5,1,4,1,2,1,3,3,28930
59,0,1,9,2,1,3,5,0,3,1,2,1,2,0,1,1,21058
46,1,1,16,2,1,3,4,1,4,1,2,0,4,1,1,2,21026
43,0,1,33,3,0,3,4,3,5,1,5,1,3,0,1,3,31869
30,1,1,30,2,1,3,4,0,3,2,2,0,3,1,1,1,20879
20,0,3,15,3,0,2,3,0,3,2,2,1,4,1,0,1,17323
32,1,1,30,3,1,4,5,1,3,1,2,0,3,0,2,2,24260
22,1,1,14,3,0,3,3,0,5,1,2,1,3,0,1,1,17398
35,1,3,14,2,0,3,3,0,3,0,2,0,3,0,0,1,17572
37,1,1,16,2,0,2,3,0,5,1,1,1,3,1,0,1,17782
41,1,2,6,2,1,2,4,2,3,1,2,0,1,1,1,4,34189
24,1,3,9,1,1,4,4,0,5,1,5,0,3,1,3,1,21000
35,1,1,16,3,0,3,5,3,4,3,3,0,2,1,2,3,27299
25,1,1,13,3,1,3,4,0,3,1,2,0,1,0,2,1,17889
28,1,1,9,3,1,3,4,0,4,1,2,0,5,1,2,1,22146
28,0,1,12,2,1,2,4,0,3,1,2,1,4,1,1,1,17703
32,1,1,8,1,1,2,4,1,5,2,5,0,4,0,1,2,17176
32,1,3,8,3,1,2,4,1,4,3,1,1,1,1,0,2,24907
36,1,1,9,2,1,3,5,3,4,1,4,0,4,1,1,3,28952
21,1,1,11,3,1,3,3,0,3,2,2,0,1,1,1,1,18117
33,1,3,11,3,0,2,3,0,3,2,2,1,1,0,1,1,17851
30,0,1,27,3,1,3,4,0,3,1,3,0,3,1,2,1,22490
45,0,3,15,2,0,3,4,1,3,1,2,0,3,1,2,2,20593
35,1,1,9,3,0,3,5,0,5,3,3,0,2,1,2,1,23059
39,1,1,19,3,0,3,4,4,4,1,7,1,3,1,2,0,32123
35,0,2,30,2,0,3,4,3,5,1,2,1,3,1,1,3,28628
33,1,3,7,3,0,3,4,3,3,1,3,0,5,1,1,3,29100
32,0,3,7,2,0,3,4,0,4,2,3,1,5,1,2,1,20980
35,0,1,6,3,1,3,3,0,5,1,5,0,1,0,1,1,17194
24,0,1,10,2,1,2,4,0,3,0,1,0,3,0,0,1,18162
36,1,1,22,2,0,2,1,0,5,2,2,0,2,1,0,1,17743
27,1,2,27,3,0,4,4,0,4,1,2,1,3,0,2,1,20826
31,1,3,22,3,1,3,3,3,3,1,3,0,5,1,0,3,23161
36,1,3,7,3,0,4,4,1,3,3,3,0,4,0,3,2,23537
36,1,3,7,3,1,3,4,1,3,1,2,0,3,0,2,2,23395
53,1,1,29,2,0,3,3,4,3,2,7,0,5,1,1,0,29275
34,0,3,14,2,0,2,4,1,4,1,2,0,4,0,1,2,22980
55,1,3,19,3,1,2,1,4,3,2,7,1,3,1,1,0,28695
46,0,1,11,2,1,3,4,1,4,0,3,0,4,1,2,2,23125
35,1,1,26,2,0,3,5,0,3,1,3,0,4,1,2,1,21607
38,1,2,15,2,1,3,4,1,4,1,4,0,3,1,2,2,22749
32,1,3,16,3,1,2,3,1,3,2,2,0,4,0,1,2,20396
45,1,1,15,2,1,2,3,1,4,1,1,0,4,1,0,2,17348
27,0,1,18,3,1,3,4,1,5,1,3,1,3,1,1,2,23419
24,1,3,14,2,1,3,4,0,3,1,3,1,1,1,1,1,20953
25,1,3,11,3,0,3,4,1,3,0,3,1,5,1,1,2,22840
49,1,1,11,1,1,3,3,1,3,0,3,0,3,0,0,2,21651
45,0,1,13,2,1,3,3,3,5,1,2,0,1,1,0,3,20210
38,1,1,29,2,1,2,3,1,3,1,1,0,3,0,1,2,20745
31,1,3,12,2,1,3,5,1,3,0,5,1,3,1,1,2,21172
23,0,1,11,1,1,4,5,0,3,3,7,0,5,0,1,1,22572
41,1,1,20,2,1,2,3,0,3,1,5,0,4,1,1,1,17451
39,1,3,16,3,1,4,5,0,4,1,2,0,4,0,3,1,21577
48,0,1,21,1,1,4,4,1,4,1,2,0,3,0,3,2,24145
27,1,1,30,2,0,3,4,0,3,1,3,0,3,0,1,1,21564
25,1,2,8,2,0,2,3,0,4,1,5,0,4,0,0,1,17187
33,1,1,7,2,1,4,4,1,4,1,3,0,3,1,1,2,24898
43,1,1,7,2,0,4,4,0,5,1,5,0,3,0,3,1,21254
40,0,3,34,2,1,2,5,3,5,1,4,0,5,0,1,3,25932
60,0,3,7,2,0,3,5,1,3,3,2,0,5,1,1,2,24151
44,0,3,7,1,1,3,3,0,3,1,4,0,3,1,1,1,22978
39,0,1,8,1,0,3,3,3,3,3,1,0,1,1,2,3,25938
38,1,1,17,2,1,4,2,0,3,3,5,0,4,1,3,1,23358
37,0,1,25,3,0,4,4,0,3,2,3,0,3,0,2,1,20831
32,1,3,9,2,1,3,4,0,3,1,2,0,4,1,1,1,21745
29,1,1,10,1,0,3,4,0,5,1,2,0,4,0,0,1,17109
47,0,3,33,2,0,3,1,1,3,3,5,1,4,1,2,2,21397
42,1,1,7,2,1,4,4,0,3,1,5,0,1,0,1,1,21460
43,1,1,20,3,1,4,2,1,5,1,7,0,4,1,1,2,24216
32,1,3,36,3,0,4,5,1,3,1,3,0,3,1,1,2,24146
36,1,1,35,2,1,3,2,1,3,1,3,0,5,1,1,2,22085
26,1,3,34,3,1,3,3,1,4,0,2,0,3,1,0,2,21272
50,1,1,15,2,0,3,4,3,4,1,6,0,4,0,2,3,26081
28,0,2,29,2,0,3,5,0,4,1,3,0,1,1,1,1,21541
42,1,1,13,3,1,3,4,0,5,3,4,1,4,1,1,1,23399
